inr,expband,fresh,ssyk4,n
010c,6-10,1,8332,
010c,6-10,1,8344,
010c,6-10,1,9120,
010c,6-10,1,9320,
010c,6-10,1,9332,
010c,6-10,1,9412,
010c,6-10,1,9610,
010c,6-10,1,9629,
140z,0-2,0,2314,
140z,0-2,0,5311,
140z,0-2,1,1592,
140z,0-2,1,2312,21.0
140z,0-2,1,2314,
140z,0-2,1,2319,22.0
140z,0-2,1,2330,
140z,0-2,1,2341,
140z,0-2,1,2343,
140z,0-2,1,2359,
140z,0-2,1,2421,
140z,0-2,1,2422,
140z,0-2,1,2623,
140z,0-2,1,2643,
140z,0-2,1,5120,
140z,0-2,1,5312,
140z,11-20,0,1412,
140z,11-20,0,1421,
140z,11-20,0,2311,
140z,11-20,0,2312,
140z,11-20,0,2319,
140z,11-20,0,2341,
140z,11-20,0,2343,
140z,11-20,0,2352,
140z,11-20,0,2422,
140z,11-20,0,2431,
140z,11-20,0,2669,
140z,11-20,0,3333,
140z,11-20,0,3359,
140z,11-20,0,3411,
140z,11-20,0,3412,
140z,11-20,0,3423,
140z,11-20,0,4111,
140z,11-20,0,4222,
140z,11-20,0,5311,
140z,11-20,0,5312,
140z,11-20,0,5343,
140z,11-20,0,9111,
140z,11-20,0,9120,
140z,11-20,1,1412,6.0
140z,11-20,1,1422,
140z,11-20,1,1592,
140z,11-20,1,2163,
140z,11-20,1,2172,
140z,11-20,1,2311,5.0
140z,11-20,1,2312,22.0
140z,11-20,1,2314,
140z,11-20,1,2319,5.0
140z,11-20,1,2320,
140z,11-20,1,2330,
140z,11-20,1,2341,23.0
140z,11-20,1,2342,
140z,11-20,1,2343,
140z,11-20,1,2351,
140z,11-20,1,2359,
140z,11-20,1,2421,
140z,11-20,1,2422,6.0
140z,11-20,1,2423,
140z,11-20,1,2515,
140z,11-20,1,2519,
140z,11-20,1,2621,
140z,11-20,1,2622,
140z,11-20,1,2643,
140z,11-20,1,2651,
140z,11-20,1,2662,
140z,11-20,1,2663,
140z,11-20,1,2669,
140z,11-20,1,3114,
140z,11-20,1,3321,
140z,11-20,1,3333,
140z,11-20,1,3335,
140z,11-20,1,3342,
140z,11-20,1,3353,
140z,11-20,1,3359,
140z,11-20,1,3411,
140z,11-20,1,4111,
140z,11-20,1,4116,
140z,11-20,1,4222,
140z,11-20,1,4223,
140z,11-20,1,5222,
140z,11-20,1,5242,
140z,11-20,1,5311,7.0
140z,11-20,1,5312,
140z,11-20,1,5321,
140z,11-20,1,5323,
140z,11-20,1,5330,
140z,11-20,1,5341,
140z,11-20,1,5342,
140z,11-20,1,5343,
140z,11-20,1,5349,
140z,11-20,1,5412,
140z,11-20,1,6113,
140z,11-20,1,8129,
140z,11-20,1,8331,
140z,11-20,1,8332,
140z,11-20,1,9111,
140z,11-20,1,9120,
140z,11-20,1,9412,
140z,11-20,1,9621,
140z,21+,0,2342,
140z,21+,0,2359,
140z,21+,0,5311,
140z,21+,0,8321,
140z,21+,0,9412,
140z,21+,1,2330,
140z,21+,1,2341,
140z,21+,1,2342,
140z,21+,1,2359,
140z,21+,1,3333,
140z,21+,1,3343,
140z,21+,1,3411,
140z,21+,1,4222,
140z,21+,1,4225,
140z,21+,1,5311,
140z,21+,1,5321,
140z,21+,1,5343,
140z,21+,1,7612,
140z,21+,1,9111,
140z,3-5,0,2319,
140z,3-5,0,2330,
140z,3-5,0,2341,
140z,3-5,0,2351,
140z,3-5,0,2669,
140z,3-5,0,4119,
140z,3-5,0,5311,
140z,3-5,1,1332,
140z,3-5,1,1411,
140z,3-5,1,2312,45.0
140z,3-5,1,2313,
140z,3-5,1,2314,
140z,3-5,1,2319,16.0
140z,3-5,1,2330,5.0
140z,3-5,1,2341,6.0
140z,3-5,1,2343,
140z,3-5,1,2351,
140z,3-5,1,2359,
140z,3-5,1,2421,
140z,3-5,1,2422,
140z,3-5,1,3423,
140z,3-5,1,3449,
140z,3-5,1,4116,
140z,3-5,1,5311,
140z,3-5,1,5312,
140z,3-5,1,5330,
140z,3-5,1,5341,
140z,3-5,1,5343,
140z,3-5,1,9621,
140z,6-10,0,2241,
140z,6-10,0,2311,
140z,6-10,0,2312,
140z,6-10,0,2319,
140z,6-10,0,2330,
140z,6-10,0,2341,
140z,6-10,0,2343,
140z,6-10,0,2351,
140z,6-10,0,2422,
140z,6-10,0,3333,
140z,6-10,0,3412,
140z,6-10,0,3423,
140z,6-10,0,4116,
140z,6-10,0,5311,
140z,6-10,0,5312,
140z,6-10,0,5343,
140z,6-10,0,8329,
140z,6-10,0,9111,
140z,6-10,1,1230,
140z,6-10,1,1412,
140z,6-10,1,1421,
140z,6-10,1,1422,
140z,6-10,1,1591,
140z,6-10,1,2312,47.0
140z,6-10,1,2314,
140z,6-10,1,2319,
140z,6-10,1,2330,8.0
140z,6-10,1,2341,20.0
140z,6-10,1,2342,
140z,6-10,1,2343,5.0
140z,6-10,1,2351,
140z,6-10,1,2359,
140z,6-10,1,2421,
140z,6-10,1,2422,
140z,6-10,1,2619,
140z,6-10,1,3333,
140z,6-10,1,3353,
140z,6-10,1,3411,
140z,6-10,1,3449,
140z,6-10,1,4119,
140z,6-10,1,5311,8.0
140z,6-10,1,5312,7.0
140z,6-10,1,5321,
140z,6-10,1,5349,
140z,6-10,1,8332,
140z,6-10,1,9111,
140z,6-10,1,9412,
140z,6-10,1,9629,
140z,na,0,1362,
140z,na,0,1512,
140z,na,0,1722,5.0
140z,na,0,1732,
140z,na,0,2341,11.0
140z,na,0,2342,
140z,na,0,2343,
140z,na,0,2359,
140z,na,0,2422,
140z,na,0,2431,
140z,na,0,2512,
140z,na,0,2621,
140z,na,0,2669,
140z,na,0,3321,
140z,na,0,3322,
140z,na,0,3333,
140z,na,0,3359,
140z,na,0,3421,
140z,na,0,3422,
140z,na,0,3423,
140z,na,0,3449,
140z,na,0,3451,
140z,na,0,4114,
140z,na,0,4115,
140z,na,0,4119,8.0
140z,na,0,4221,
140z,na,0,4222,
140z,na,0,4322,
140z,na,0,5120,
140z,na,0,5131,
140z,na,0,5152,13.0
140z,na,0,5222,
140z,na,0,5223,
140z,na,0,5227,
140z,na,0,5230,
140z,na,0,5311,17.0
140z,na,0,5312,26.0
140z,na,0,5321,
140z,na,0,5330,12.0
140z,na,0,5342,
140z,na,0,5343,22.0
140z,na,0,5349,
140z,na,0,6112,
140z,na,0,7111,
140z,na,0,7119,
140z,na,0,7123,
140z,na,0,7125,
140z,na,0,7131,
140z,na,0,7531,
140z,na,0,8151,
140z,na,0,8161,
140z,na,0,8169,
140z,na,0,8191,
140z,na,0,8321,
140z,na,0,8329,
140z,na,0,8332,
140z,na,0,9111,23.0
140z,na,0,9119,
140z,na,0,9120,
140z,na,0,9210,
140z,na,0,9310,
140z,na,0,9320,
140z,na,0,9411,
140z,na,0,9412,22.0
140z,na,0,9413,
140z,na,0,9621,
140z,na,0,9622,
140z,na,0,9629,
140z,na,1,1380,
140z,na,1,1412,
140z,na,1,2161,
140z,na,1,2319,
140z,na,1,2330,
140z,na,1,2341,51.0
140z,na,1,2342,
140z,na,1,2343,8.0
140z,na,1,2351,
140z,na,1,2352,
140z,na,1,2359,18.0
140z,na,1,2422,
140z,na,1,2431,
140z,na,1,2512,
140z,na,1,2643,
140z,na,1,2669,
140z,na,1,3112,
140z,na,1,3122,
140z,na,1,3215,
140z,na,1,3313,
140z,na,1,3322,
140z,na,1,3324,
140z,na,1,3411,
140z,na,1,3422,
140z,na,1,3423,
140z,na,1,3431,
140z,na,1,3439,
140z,na,1,3512,
140z,na,1,4112,
140z,na,1,4119,5.0
140z,na,1,4222,
140z,na,1,4225,
140z,na,1,4321,
140z,na,1,4322,15.0
140z,na,1,4410,
140z,na,1,4420,
140z,na,1,4430,
140z,na,1,5120,10.0
140z,na,1,5131,
140z,na,1,5132,
140z,na,1,5141,
140z,na,1,5151,
140z,na,1,5152,14.0
140z,na,1,5221,6.0
140z,na,1,5222,9.0
140z,na,1,5223,8.0
140z,na,1,5224,
140z,na,1,5227,
140z,na,1,5241,
140z,na,1,5242,
140z,na,1,5311,40.0
140z,na,1,5312,35.0
140z,na,1,5321,
140z,na,1,5330,21.0
140z,na,1,5341,
140z,na,1,5342,
140z,na,1,5343,21.0
140z,na,1,5349,6.0
140z,na,1,6112,
140z,na,1,6121,
140z,na,1,7111,
140z,na,1,7119,
140z,na,1,7131,
140z,na,1,7223,
140z,na,1,7233,
140z,na,1,7322,
140z,na,1,7523,
140z,na,1,7531,
140z,na,1,7533,
140z,na,1,8151,
140z,na,1,8159,
140z,na,1,8161,
140z,na,1,8169,
140z,na,1,8191,
140z,na,1,8212,
140z,na,1,8219,
140z,na,1,8321,6.0
140z,na,1,8329,
140z,na,1,8331,
140z,na,1,8332,
140z,na,1,8344,
140z,na,1,9111,37.0
140z,na,1,9119,
140z,na,1,9120,
140z,na,1,9210,
140z,na,1,9320,
140z,na,1,9411,
140z,na,1,9412,24.0
140z,na,1,9413,
140z,na,1,9520,
140z,na,1,9622,
140z,na,1,9629,
142z,0-2,0,0210,
142z,0-2,0,0310,
142z,0-2,0,1120,
142z,0-2,0,1221,
142z,0-2,0,1291,
142z,0-2,0,1292,
142z,0-2,0,1372,
142z,0-2,0,1412,
142z,0-2,0,1532,
142z,0-2,0,1731,
142z,0-2,0,1792,
142z,0-2,0,2319,
142z,0-2,0,2330,6.0
142z,0-2,0,2341,13.0
142z,0-2,0,2342,5.0
142z,0-2,0,2343,5.0
142z,0-2,0,2351,6.0
142z,0-2,0,2352,
142z,0-2,0,2359,11.0
142z,0-2,0,2412,
142z,0-2,0,2421,
142z,0-2,0,2422,6.0
142z,0-2,0,2423,30.0
142z,0-2,0,2431,
142z,0-2,0,2432,
142z,0-2,0,2512,
142z,0-2,0,2621,
142z,0-2,0,2652,
142z,0-2,0,2655,
142z,0-2,0,2661,
142z,0-2,0,2669,
142z,0-2,0,3113,
142z,0-2,0,3212,
142z,0-2,0,3312,
142z,0-2,0,3313,
142z,0-2,0,3321,
142z,0-2,0,3322,
142z,0-2,0,3339,
142z,0-2,0,3341,
142z,0-2,0,3343,
142z,0-2,0,3411,13.0
142z,0-2,0,3421,
142z,0-2,0,3422,
142z,0-2,0,3423,
142z,0-2,0,3424,
142z,0-2,0,3432,
142z,0-2,0,3449,7.0
142z,0-2,0,3512,
142z,0-2,0,4111,
142z,0-2,0,4112,7.0
142z,0-2,0,4113,
142z,0-2,0,4119,14.0
142z,0-2,0,4222,11.0
142z,0-2,0,4223,
142z,0-2,0,4224,
142z,0-2,0,4225,5.0
142z,0-2,0,4322,8.0
142z,0-2,0,4410,
142z,0-2,0,4420,
142z,0-2,0,4430,
142z,0-2,0,5111,
142z,0-2,0,5131,
142z,0-2,0,5132,
142z,0-2,0,5152,
142z,0-2,0,5221,
142z,0-2,0,5222,21.0
142z,0-2,0,5223,31.0
142z,0-2,0,5227,
142z,0-2,0,5230,
142z,0-2,0,5241,
142z,0-2,0,5242,
142z,0-2,0,5311,23.0
142z,0-2,0,5312,9.0
142z,0-2,0,5321,5.0
142z,0-2,0,5323,
142z,0-2,0,5330,15.0
142z,0-2,0,5341,5.0
142z,0-2,0,5342,17.0
142z,0-2,0,5343,12.0
142z,0-2,0,5349,
142z,0-2,0,5413,
142z,0-2,0,5419,
142z,0-2,0,6111,
142z,0-2,0,7134,
142z,0-2,0,7223,
142z,0-2,0,7322,
142z,0-2,0,8121,
142z,0-2,0,8213,
142z,0-2,0,8219,
142z,0-2,0,8344,
142z,0-2,0,9111,6.0
142z,0-2,0,9119,
142z,0-2,0,9120,
142z,0-2,0,9412,9.0
142z,0-2,0,9413,
142z,0-2,0,9629,
142z,0-2,1,1113,
142z,0-2,1,1120,
142z,0-2,1,1221,6.0
142z,0-2,1,1222,7.0
142z,0-2,1,1230,
142z,0-2,1,1251,
142z,0-2,1,1292,12.0
142z,0-2,1,1322,
142z,0-2,1,1371,
142z,0-2,1,1372,
142z,0-2,1,1411,
142z,0-2,1,1412,21.0
142z,0-2,1,1422,14.0
142z,0-2,1,1512,8.0
142z,0-2,1,1521,
142z,0-2,1,1522,
142z,0-2,1,1531,
142z,0-2,1,1532,24.0
142z,0-2,1,1540,
142z,0-2,1,1592,9.0
142z,0-2,1,1721,
142z,0-2,1,1732,
142z,0-2,1,1792,
142z,0-2,1,2111,
142z,0-2,1,2143,
142z,0-2,1,2149,
142z,0-2,1,2181,
142z,0-2,1,2182,
142z,0-2,1,2221,
142z,0-2,1,2225,
142z,0-2,1,2231,
142z,0-2,1,2239,
142z,0-2,1,2241,
142z,0-2,1,2272,
142z,0-2,1,2273,
142z,0-2,1,2282,
142z,0-2,1,2289,
142z,0-2,1,2311,
142z,0-2,1,2312,82.0
142z,0-2,1,2313,5.0
142z,0-2,1,2314,38.0
142z,0-2,1,2319,85.0
142z,0-2,1,2320,7.0
142z,0-2,1,2330,29.0
142z,0-2,1,2341,79.0
142z,0-2,1,2342,13.0
142z,0-2,1,2343,29.0
142z,0-2,1,2351,19.0
142z,0-2,1,2352,11.0
142z,0-2,1,2359,59.0
142z,0-2,1,2411,
142z,0-2,1,2412,
142z,0-2,1,2414,
142z,0-2,1,2415,
142z,0-2,1,2421,20.0
142z,0-2,1,2422,49.0
142z,0-2,1,2423,219.0
142z,0-2,1,2431,
142z,0-2,1,2432,5.0
142z,0-2,1,2511,
142z,0-2,1,2512,5.0
142z,0-2,1,2515,
142z,0-2,1,2519,
142z,0-2,1,2619,
142z,0-2,1,2621,
142z,0-2,1,2622,
142z,0-2,1,2623,
142z,0-2,1,2643,
142z,0-2,1,2652,
142z,0-2,1,2661,43.0
142z,0-2,1,2662,13.0
142z,0-2,1,2663,10.0
142z,0-2,1,2669,21.0
142z,0-2,1,2672,
142z,0-2,1,3112,
142z,0-2,1,3113,
142z,0-2,1,3114,
142z,0-2,1,3119,
142z,0-2,1,3122,
142z,0-2,1,3215,
142z,0-2,1,3312,
142z,0-2,1,3313,
142z,0-2,1,3321,
142z,0-2,1,3322,
142z,0-2,1,3324,
142z,0-2,1,3331,
142z,0-2,1,3333,15.0
142z,0-2,1,3339,
142z,0-2,1,3341,
142z,0-2,1,3342,
142z,0-2,1,3343,7.0
142z,0-2,1,3351,
142z,0-2,1,3352,
142z,0-2,1,3353,25.0
142z,0-2,1,3359,16.0
142z,0-2,1,3360,
142z,0-2,1,3411,55.0
142z,0-2,1,3422,7.0
142z,0-2,1,3423,15.0
142z,0-2,1,3424,9.0
142z,0-2,1,3431,
142z,0-2,1,3449,5.0
142z,0-2,1,3512,
142z,0-2,1,4111,6.0
142z,0-2,1,4112,72.0
142z,0-2,1,4114,
142z,0-2,1,4115,
142z,0-2,1,4117,
142z,0-2,1,4119,36.0
142z,0-2,1,4222,12.0
142z,0-2,1,4223,8.0
142z,0-2,1,4224,8.0
142z,0-2,1,4225,8.0
142z,0-2,1,4226,
142z,0-2,1,4321,
142z,0-2,1,4322,13.0
142z,0-2,1,4323,
142z,0-2,1,4410,
142z,0-2,1,4420,
142z,0-2,1,4430,
142z,0-2,1,5111,
142z,0-2,1,5120,
142z,0-2,1,5131,
142z,0-2,1,5132,
142z,0-2,1,5142,
142z,0-2,1,5152,
142z,0-2,1,5169,
142z,0-2,1,5221,6.0
142z,0-2,1,5222,33.0
142z,0-2,1,5223,35.0
142z,0-2,1,5230,
142z,0-2,1,5241,
142z,0-2,1,5242,
142z,0-2,1,5311,23.0
142z,0-2,1,5312,35.0
142z,0-2,1,5321,14.0
142z,0-2,1,5323,
142z,0-2,1,5324,
142z,0-2,1,5330,11.0
142z,0-2,1,5341,8.0
142z,0-2,1,5342,36.0
142z,0-2,1,5343,11.0
142z,0-2,1,5349,6.0
142z,0-2,1,5350,
142z,0-2,1,5411,
142z,0-2,1,5412,
142z,0-2,1,5413,
142z,0-2,1,6122,
142z,0-2,1,7125,
142z,0-2,1,7223,
142z,0-2,1,7231,
142z,0-2,1,7411,
142z,0-2,1,7522,
142z,0-2,1,8122,
142z,0-2,1,8142,
142z,0-2,1,8212,
142z,0-2,1,8213,
142z,0-2,1,8219,
142z,0-2,1,8344,
142z,0-2,1,9111,
142z,0-2,1,9120,
142z,0-2,1,9210,
142z,0-2,1,9320,
142z,0-2,1,9412,8.0
142z,0-2,1,9622,
142z,0-2,1,9629,
142z,11-20,0,0310,
142z,11-20,0,1111,
142z,11-20,0,1112,
142z,11-20,0,1113,
142z,11-20,0,1120,6.0
142z,11-20,0,1211,
142z,11-20,0,1212,
142z,11-20,0,1221,13.0
142z,11-20,0,1222,20.0
142z,11-20,0,1230,6.0
142z,11-20,0,1241,
142z,11-20,0,1242,
142z,11-20,0,1251,
142z,11-20,0,1252,
142z,11-20,0,1291,
142z,11-20,0,1292,7.0
142z,11-20,0,1312,
142z,11-20,0,1332,
142z,11-20,0,1341,
142z,11-20,0,1371,
142z,11-20,0,1372,
142z,11-20,0,1411,
142z,11-20,0,1412,16.0
142z,11-20,0,1421,
142z,11-20,0,1422,7.0
142z,11-20,0,1492,
142z,11-20,0,1511,
142z,11-20,0,1512,
142z,11-20,0,1521,
142z,11-20,0,1522,
142z,11-20,0,1532,9.0
142z,11-20,0,1540,
142z,11-20,0,1591,
142z,11-20,0,1592,
142z,11-20,0,1712,
142z,11-20,0,1732,
142z,11-20,0,1742,
142z,11-20,0,2113,
142z,11-20,0,2134,
142z,11-20,0,2172,
142z,11-20,0,2179,
142z,11-20,0,2211,
142z,11-20,0,2221,5.0
142z,11-20,0,2222,
142z,11-20,0,2223,
142z,11-20,0,2228,
142z,11-20,0,2233,
142z,11-20,0,2235,
142z,11-20,0,2239,
142z,11-20,0,2241,
142z,11-20,0,2242,
142z,11-20,0,2272,
142z,11-20,0,2273,
142z,11-20,0,2311,14.0
142z,11-20,0,2312,64.0
142z,11-20,0,2313,
142z,11-20,0,2314,
142z,11-20,0,2319,32.0
142z,11-20,0,2320,5.0
142z,11-20,0,2330,13.0
142z,11-20,0,2341,34.0
142z,11-20,0,2342,6.0
142z,11-20,0,2343,8.0
142z,11-20,0,2351,12.0
142z,11-20,0,2352,5.0
142z,11-20,0,2359,23.0
142z,11-20,0,2411,
142z,11-20,0,2412,
142z,11-20,0,2419,
142z,11-20,0,2421,27.0
142z,11-20,0,2422,47.0
142z,11-20,0,2423,73.0
142z,11-20,0,2431,5.0
142z,11-20,0,2432,8.0
142z,11-20,0,2512,15.0
142z,11-20,0,2513,
142z,11-20,0,2516,
142z,11-20,0,2519,6.0
142z,11-20,0,2614,
142z,11-20,0,2623,
142z,11-20,0,2642,
142z,11-20,0,2643,
142z,11-20,0,2661,17.0
142z,11-20,0,2662,5.0
142z,11-20,0,2663,
142z,11-20,0,2669,8.0
142z,11-20,0,2672,
142z,11-20,0,3112,
142z,11-20,0,3113,
142z,11-20,0,3114,
142z,11-20,0,3119,
142z,11-20,0,3213,
142z,11-20,0,3214,
142z,11-20,0,3313,5.0
142z,11-20,0,3321,
142z,11-20,0,3322,15.0
142z,11-20,0,3323,
142z,11-20,0,3324,
142z,11-20,0,3333,18.0
142z,11-20,0,3335,
142z,11-20,0,3339,
142z,11-20,0,3341,
142z,11-20,0,3343,
142z,11-20,0,3353,
142z,11-20,0,3359,12.0
142z,11-20,0,3411,7.0
142z,11-20,0,3412,
142z,11-20,0,3422,
142z,11-20,0,3423,
142z,11-20,0,3424,6.0
142z,11-20,0,3431,
142z,11-20,0,3439,
142z,11-20,0,3441,
142z,11-20,0,3449,14.0
142z,11-20,0,3512,
142z,11-20,0,3513,
142z,11-20,0,3515,
142z,11-20,0,4111,6.0
142z,11-20,0,4112,7.0
142z,11-20,0,4113,
142z,11-20,0,4114,6.0
142z,11-20,0,4117,
142z,11-20,0,4119,24.0
142z,11-20,0,4221,
142z,11-20,0,4222,
142z,11-20,0,4225,
142z,11-20,0,4322,
142z,11-20,0,4430,
142z,11-20,0,5120,
142z,11-20,0,5131,
142z,11-20,0,5221,
142z,11-20,0,5222,
142z,11-20,0,5223,
142z,11-20,0,5311,9.0
142z,11-20,0,5312,5.0
142z,11-20,0,5321,
142z,11-20,0,5330,6.0
142z,11-20,0,5341,
142z,11-20,0,5342,9.0
142z,11-20,0,5343,19.0
142z,11-20,0,5349,
142z,11-20,0,5350,
142z,11-20,0,5412,
142z,11-20,0,6111,
142z,11-20,0,6121,
142z,11-20,0,6130,
142z,11-20,0,7131,
142z,11-20,0,7319,
142z,11-20,0,8159,
142z,11-20,0,8169,
142z,11-20,0,8212,
142z,11-20,0,8213,
142z,11-20,0,8321,
142z,11-20,0,8332,
142z,11-20,0,9111,
142z,11-20,0,9119,
142z,11-20,0,9320,
142z,11-20,0,9629,
142z,11-20,1,1112,
142z,11-20,1,1120,
142z,11-20,1,1211,
142z,11-20,1,1212,7.0
142z,11-20,1,1221,93.0
142z,11-20,1,1222,85.0
142z,11-20,1,1230,29.0
142z,11-20,1,1241,
142z,11-20,1,1242,5.0
142z,11-20,1,1251,8.0
142z,11-20,1,1252,6.0
142z,11-20,1,1291,7.0
142z,11-20,1,1292,23.0
142z,11-20,1,1311,5.0
142z,11-20,1,1312,
142z,11-20,1,1322,5.0
142z,11-20,1,1331,
142z,11-20,1,1332,
142z,11-20,1,1341,
142z,11-20,1,1342,
142z,11-20,1,1351,
142z,11-20,1,1362,
142z,11-20,1,1372,
142z,11-20,1,1411,8.0
142z,11-20,1,1412,65.0
142z,11-20,1,1422,16.0
142z,11-20,1,1491,
142z,11-20,1,1492,
142z,11-20,1,1511,
142z,11-20,1,1512,30.0
142z,11-20,1,1521,8.0
142z,11-20,1,1522,21.0
142z,11-20,1,1531,7.0
142z,11-20,1,1532,61.0
142z,11-20,1,1591,17.0
142z,11-20,1,1592,36.0
142z,11-20,1,1612,
142z,11-20,1,1791,
142z,11-20,1,1792,
142z,11-20,1,2122,
142z,11-20,1,2134,
142z,11-20,1,2135,
142z,11-20,1,2141,
142z,11-20,1,2142,
142z,11-20,1,2143,
142z,11-20,1,2144,
142z,11-20,1,2145,
142z,11-20,1,2146,
142z,11-20,1,2149,
142z,11-20,1,2172,5.0
142z,11-20,1,2179,
142z,11-20,1,2181,7.0
142z,11-20,1,2183,
142z,11-20,1,2219,
142z,11-20,1,2221,7.0
142z,11-20,1,2222,8.0
142z,11-20,1,2224,
142z,11-20,1,2227,
142z,11-20,1,2228,
142z,11-20,1,2234,
142z,11-20,1,2239,6.0
142z,11-20,1,2241,
142z,11-20,1,2242,
142z,11-20,1,2271,
142z,11-20,1,2272,
142z,11-20,1,2273,
142z,11-20,1,2311,90.0
142z,11-20,1,2312,213.0
142z,11-20,1,2313,14.0
142z,11-20,1,2314,
142z,11-20,1,2319,86.0
142z,11-20,1,2320,20.0
142z,11-20,1,2330,44.0
142z,11-20,1,2341,98.0
142z,11-20,1,2342,20.0
142z,11-20,1,2343,57.0
142z,11-20,1,2351,69.0
142z,11-20,1,2352,25.0
142z,11-20,1,2359,71.0
142z,11-20,1,2411,
142z,11-20,1,2412,6.0
142z,11-20,1,2413,
142z,11-20,1,2419,
142z,11-20,1,2421,73.0
142z,11-20,1,2422,183.0
142z,11-20,1,2423,433.0
142z,11-20,1,2431,12.0
142z,11-20,1,2432,40.0
142z,11-20,1,2511,23.0
142z,11-20,1,2512,16.0
142z,11-20,1,2513,
142z,11-20,1,2514,6.0
142z,11-20,1,2515,11.0
142z,11-20,1,2519,
142z,11-20,1,2615,
142z,11-20,1,2619,
142z,11-20,1,2621,
142z,11-20,1,2622,5.0
142z,11-20,1,2641,
142z,11-20,1,2642,
142z,11-20,1,2643,
142z,11-20,1,2651,
142z,11-20,1,2652,
142z,11-20,1,2654,
142z,11-20,1,2655,
142z,11-20,1,2661,89.0
142z,11-20,1,2662,47.0
142z,11-20,1,2663,11.0
142z,11-20,1,2669,51.0
142z,11-20,1,2672,
142z,11-20,1,3111,
142z,11-20,1,3112,
142z,11-20,1,3113,
142z,11-20,1,3114,
142z,11-20,1,3115,
142z,11-20,1,3119,
142z,11-20,1,3154,
142z,11-20,1,3212,
142z,11-20,1,3215,
142z,11-20,1,3250,
142z,11-20,1,3312,8.0
142z,11-20,1,3313,
142z,11-20,1,3314,
142z,11-20,1,3321,
142z,11-20,1,3322,23.0
142z,11-20,1,3323,
142z,11-20,1,3324,
142z,11-20,1,3331,
142z,11-20,1,3333,96.0
142z,11-20,1,3335,
142z,11-20,1,3341,5.0
142z,11-20,1,3342,
142z,11-20,1,3343,9.0
142z,11-20,1,3352,
142z,11-20,1,3353,65.0
142z,11-20,1,3354,
142z,11-20,1,3355,
142z,11-20,1,3359,38.0
142z,11-20,1,3360,13.0
142z,11-20,1,3411,73.0
142z,11-20,1,3412,
142z,11-20,1,3422,7.0
142z,11-20,1,3423,17.0
142z,11-20,1,3424,31.0
142z,11-20,1,3432,
142z,11-20,1,3439,
142z,11-20,1,3449,20.0
142z,11-20,1,3452,
142z,11-20,1,3511,5.0
142z,11-20,1,3512,6.0
142z,11-20,1,3513,
142z,11-20,1,3514,
142z,11-20,1,3515,
142z,11-20,1,4111,9.0
142z,11-20,1,4112,32.0
142z,11-20,1,4114,6.0
142z,11-20,1,4115,
142z,11-20,1,4116,11.0
142z,11-20,1,4117,9.0
142z,11-20,1,4119,50.0
142z,11-20,1,4221,
142z,11-20,1,4222,12.0
142z,11-20,1,4224,
142z,11-20,1,4225,
142z,11-20,1,4226,
142z,11-20,1,4321,
142z,11-20,1,4322,5.0
142z,11-20,1,4323,
142z,11-20,1,4420,
142z,11-20,1,4430,
142z,11-20,1,5112,
142z,11-20,1,5120,
142z,11-20,1,5141,
142z,11-20,1,5142,
142z,11-20,1,5143,
142z,11-20,1,5149,
142z,11-20,1,5152,
142z,11-20,1,5221,6.0
142z,11-20,1,5222,
142z,11-20,1,5223,9.0
142z,11-20,1,5226,
142z,11-20,1,5227,
142z,11-20,1,5230,
142z,11-20,1,5242,
142z,11-20,1,5311,52.0
142z,11-20,1,5312,33.0
142z,11-20,1,5321,28.0
142z,11-20,1,5323,10.0
142z,11-20,1,5330,
142z,11-20,1,5341,9.0
142z,11-20,1,5342,48.0
142z,11-20,1,5343,14.0
142z,11-20,1,5349,5.0
142z,11-20,1,5350,
142z,11-20,1,5412,
142z,11-20,1,5413,
142z,11-20,1,5419,
142z,11-20,1,6112,
142z,11-20,1,6113,
142z,11-20,1,6130,
142z,11-20,1,6210,
142z,11-20,1,7323,
142z,11-20,1,7522,
142z,11-20,1,7612,
142z,11-20,1,8121,
142z,11-20,1,8151,
142z,11-20,1,8212,
142z,11-20,1,8219,
142z,11-20,1,8311,
142z,11-20,1,8329,
142z,11-20,1,8331,5.0
142z,11-20,1,8341,
142z,11-20,1,9111,
142z,11-20,1,9412,6.0
142z,11-20,1,9621,
142z,11-20,1,9629,
142z,21+,0,1113,
142z,21+,0,1120,5.0
142z,21+,0,1211,
142z,21+,0,1221,9.0
142z,21+,0,1222,5.0
142z,21+,0,1230,
142z,21+,0,1252,
142z,21+,0,1291,
142z,21+,0,1292,
142z,21+,0,1312,
142z,21+,0,1380,
142z,21+,0,1411,
142z,21+,0,1412,
142z,21+,0,1421,
142z,21+,0,1422,6.0
142z,21+,0,1491,
142z,21+,0,1492,
142z,21+,0,1521,
142z,21+,0,1522,
142z,21+,0,1531,
142z,21+,0,1532,
142z,21+,0,1591,
142z,21+,0,1592,
142z,21+,0,1721,
142z,21+,0,1722,
142z,21+,0,1741,
142z,21+,0,1742,
142z,21+,0,1792,
142z,21+,0,2122,
142z,21+,0,2133,
142z,21+,0,2134,
142z,21+,0,2143,
142z,21+,0,2162,
142z,21+,0,2172,
142z,21+,0,2179,
142z,21+,0,2181,
142z,21+,0,2219,
142z,21+,0,2221,
142z,21+,0,2228,
142z,21+,0,2241,
142z,21+,0,2272,
142z,21+,0,2311,28.0
142z,21+,0,2312,19.0
